Accession Number	Old Classification Number	Title Stroke	Title	Author Stroke	Author	Publisher	Publication Date	Original Title	Summary	Edition	Series	Publication Place	Pages or Duration	Notes	ISBN	Cost	Last Changed	Editor	Verified	Volume	Author Number	Classification Number	Book Type	Format	Media	Translator	Usage	Cataloged Date	Charge	Language
4456	B20013	7	我 思 故 我 信	0	"McGrath, Alister"	校 園	1993	A Cloud of Witnesses-Ten Great christian Thinkers				台 灣	144p.			0			FALSE		MCG	230				徐 中 緒	3		0	
4457	B17008	5	加 號 教 會 角 色	0	"Kurien, C. T. etc."	中 信	1989	March Towards 21th Century				台 灣	127p.			0		.	FALSE		KUR	266				陳 錦 文	0		0	
4458	B15007	13	聖 靈 的 工 作	11	陳 終 道	天 道	1981				研 經 叢 書	香 港	108p.			0			FALSE		CHA	237					5		0	
4459	B13002-2	7	改 變 世 界 的 一 週	0	"Locyer, Herbert"	人 光	1979	The Week That Changed the World				台 灣	160p.			0			FALSE		LOC	226.6071				李 約 翰	0		0	
4460	B13002-1	7	改 變 世 界 的 一 週	0	"Locyer, Herbert"	人 光	1979	The Week That Changed the World				台 灣	160p.			0			FALSE		LOC	226.6071				李 約 翰	1		0	
4461	A40225	7	你 也 能 傳 福 音 — 個 人 小 組 專 題 研 經 材 料	0	"Pippert, Rebecca; Siemens, Ruth"	校 園	1987	Evangelism-A WAy of Life				台 灣	65p.			0			FALSE		PIP	255.4094				鄧 唐 乃 琪	5		0	
4462	H20002	4	心 病 — 精 神 科 診 所	11	陸 汝 斌	宇 宙 光	1986					台 灣	171p.			0			FALSE		LU	250.2					13		0	
4463	D10012	15	撥 雲 見 日	0	"McDowell, J. ; Stewart, d."	學 園	1985	Answers to tough Questions				台 灣	151p.			0			FALSE		MCD	243.9				成 輝 營	0		0	
4464	H30005	9	神 與 人 之 間	10	唐 崇 榮	校 園	1980					台 灣	257p.			0			FALSE		TAN	252					11		0	
4465	A20801	13	愛 的 跟 隨 ( 路 得 記 )	12	焦 源 濂	校 園	1981					台 灣	115p.			0			FALSE		JIA	222.3207					3		0	
4466	1	4	天 地 之 初	0	"Young, E. J."	主 日 學	1980	In the Begining				台 灣	146p.			0			FALSE		YOU	222.11071				詹 正 義	2		0	
4467	A21803	20	爐 灰 中 的 懊 悔	12	焦 源 濂	校 園	1980					台 灣	263p.			0			FALSE		JIA	223.107					9		0	
4468	A21601	11	基 督 徒 勝 利 的 工 作	0	"Redpath, Alan"	播 道 會	1988	Victorious christin Service				香 港	146p.			0			FALSE		RED	222.72071				薛 玉 光	2		0	
4469	A10206	22	讀 經 課 程 — 聖 經 的 完 成	7	李 常 受	福 音	1960					台 灣	21p.			0			FALSE		LEE	220.1					0		0	
4470	A10201	4	中 文 聖 經 註 釋—新 約 概 論	8	周 聯 華	文藝	1980				中 文 聖 經 註 釋	香 港	280p.			0			FALSE		ZHO	225.01					1		0	
4471	A50002	13	聖 經 中 的 著 名 夫 婦	0	"Strauss, Richard L."	活 泉	1985	Famous Couples of the Bible				美 國	182p.			0		.	FALSE		STR	220.92				嚴 彩 琇	6		0	
4472	A20602	13	聖 經 要 義(卷 三)	13	賈 玉 銘	晨 星	1981					香 港	1370p.			0			FALSE	Ⅲ	JIA	222.5207					1		0	
4473	B10007	14	認 識 主 基 督	0	"France, R.T."	校 園	1990	Jesus the Radical				台 灣	194p.			0			FALSE		FRA	226.7				黃 吳 期 馨	4		0	
4474	B17004	11	教 會 是 什 麼 ？	0	"Shelley, Bruce L."	活 泉	1986	What Is the Church?				美 國 ?132p.			0			FALSE		SHE	238				鍾 越 娜	4		0		
4475	B13004	9	紀 元 的 創 始 者 — 耶 穌	12	張 貴 富	基 督 徒 聚 會	1973					台 灣	222p.			0			FALSE		ZHA	226.7					1		0	
4476	A10203-2	14	認 識 聖 經	0	"Stott, John R.W."	校 園	1978	Understanding the Bible				台 灣	318p.			0			FALSE		STO	220				劉 良 淑 ； 臧 玉 芝	10		0	
4477	A40101	7	初 信 造 就 課 程 (卷 一 )	20	蘇 齊 冰	證 道	1988					香 港	0			0			FALSE	Ⅰ	SO	248.1094					1		0	
4478	A10601	9	怎 樣 研 讀 聖 經	11	陳 終 道	中 信	1980					台 灣	216p.			0			FALSE		CHA	220.61					13		0	
4479	A10611	22	讀 經 樂	0	"Jensen, Irving L."	天 道	1982	Enjoy Your Bible				香 港	139p.			0			FALSE		JEN	220.61				匯 思	1		0	
4480	C20165	11	基 督 徒 與 聖 經 (5)	0		學 園	1980					台 灣	28p.			0			FALSE	Ⅴ		220.1094					0		0	
4481	A10701	13	聖 經 難 題 (1)	20	蘇 佐 揚	基 督 教 天 人 社	1967					香 港	92p.			0			FALSE	Ⅰ	SU	220.71					1		0	
4482	A10610-1	9	怎 樣 帶 領 福 音 性 研 經	0	"Lum, Ada"	種 籽	1977	How to Begin an Evangelistic Bible Study				香 港	0			0			FALSE		LUM	220.61				吳 馮 智 妍	0		0	
4483	A10610-1	9	怎 樣 帶 領 福 音 性 研 經	0	"Lum, Ada"	種 籽	1977	How to Begin an Evangelistic Bible Study				香 港	0			0			FALSE		LUM	220.61				吳 馮 智 妍	0		0	
4484	A10608	9	查 經 樂	7	李 陳 永 鈿	中 信	1986				教 會 事 奉 指 南 叢 書 — 栽 培	台 灣	51p.			0			FALSE		LEE	220.61					0		0	
4485	H10006	9	信 仰 與 心 理	0	"Jeeves, Malcolm A."	種 籽	1980	Psychology and Christianity:The View Both Ways				香 港	182p.			0			FALSE		JEE	250.1				何 鏡 煒	2		0	
4486	A20203	5	出 埃 及 記 研 經 導 讀	0	"Huey, F.B."	天 道	1983	A Study Guide Commentary:Exodus			研 經 導 讀 叢 書	香 港	139p.			0			FALSE		HUE	222.1207				匯 思	4		0	
4487	h20004	12	診 療 室 的 常 客	7	何 照 洪	宇 宙 光	1986					台 灣	284p.			0			FALSE		HE	292					6		0	
4488	H10030	7	你 也 能 參 與 輔 導 工 作	12	彭 懷 冰	校 園	1991					台 灣	270p.			0			FALSE		PEN	250.3					5		0	
4489	D30010-1	12	超 人 的 甦 醒	10	唐 佑 之 等	校 園	1970					台 灣	168p.			0			FALSE		TAN	243.3					1		0	
4490	D30010-2	12	超 人 的 甦 醒	10	唐 佑 之 等	校 園	1970					台 灣	168p.			0			FALSE		TAN	243.3					1		0	
4491	E60015	7	那 未 完 成 的 使 命— 差 傳 事 工 要 論	16	盧 家 駇 等	宣 道	1990					香 港	214p.			0			FALSE		LO	266.1					0		0	
4492	E60015	6	成 為 時 代 差 使	8	周 春 桃 等	長 老 會	1992					台 灣	497p.			0		莊 淑 珍	FALSE		ZHO	261.84					1		0	
4493	E60014	4	心 繫 宣 教	0	"Borthwick, Paul"	校 園	1992	A Mind for Missions				台 灣	149p.			0			FALSE		BOR	266.1				許 尚 武	1		0	
4494	F10046	11	從 苦 難 到 榮 耀	20	蘇 恩 佩	校 園	1990					台 灣	0			0			FALSE		SU	245					2		0	
4495	J10001	13	聖 經 真 故 事	10	修. 提. 卡 爾	人 光	1980					台 灣	163p.			0		.	FALSE		KAR	246.1				林 麗 娜 ； 陳 靖 宗	0		0	
4496	J10006	8	非 逸 集	0		教 會 公 報 社	1972				公 報 社 叢 書 	台 灣	260p.			0		劉 竹 林	FALSE		LIU	246.2					2		0	
4497	J10005	0	.	0	"Bailey, P."	聖 文 社	1980	Guide of the Spirit				台 灣	191p.			0			FALSE		BAI	246.3				李 家 勤	0		0	
4498	C20089	21	屬 天 生 活 的 聖 經 鑰 句	0	"Davis, June Newman"	大 光	1984	Scripture Keys for Kingdom Living				台 灣	202p.			0			FALSE		DAV	248.2				任 炎 林	6		0	
4499	F10033-3	13	暗 室 之 后	15	蔡 蘇 娟	晨 星	1987	Queen of the Dark Chamber				香 港	246p.			0			FALSE		TSA	267.3				袁 厚 載	25		0	
4500	C60023	11	清 晨 之 光	7	吳 勇	宇 宙 光	1992					台 灣	262p.			0			FALSE		WU	252					13		0	
4501	F20043	7	祂 是 — 韓 婆 婆 傳	0	"Hamilton, Pauline"	校 園	1991	To a Different Drum				台 灣	255p.			0			FALSE		HAM	267.1				潘 燕	18		0	
4502	I10014	12	雁 狩 嶺	3	"三 溥 綾 子(Miura, Ayako )"	文 藝	1987	The Shiokari  Pass			基 文 青 年 叢 書	九 龍	330p.			0			FALSE		MIU	246.1				朱 佩 蘭	14		0	
4503	A50027	21	曦 — 約 瑟 傳 略	10	唐 佑 之	卓 越	1993					香 港	188p.			0			FALSE		TAN	220.92					2		0	
4504	D50039	13	愚 夢 初 醒— 一 個 科 學 家 的 信 仰 掙 扎	0	"Peacock, Roy"	證 主	1993	Foolish to Be Wise			燃 點 生 命 系 列 	香 港	230p.			0			FALSE		PEA	245				湛 清	1		0	
4505	J10003	6	有 一 條 路	0		主 日 學	1977				沙 崙 文 選	台 灣	128p.			0		林 三 民	FALSE		LIN	245					7		0	
4506	I10003	11	這 一 雙 手	7	阮 大 年等	宇 宙 光	1981					台 灣	142p.			0			FALSE		RUA	246.2					6		0	
4507	A10405	13	新 約 信 息 精 華	0	"Stott, John R. W."	種 籽	1978	Basic Introduction to the New Testament				香 港	216p.			0			FALSE		STO	225.071				陳 喜 謙	5		0	
4508	A10220	13	新 約 聖 經 圖 畫 本	0		海 天	1978					香 港	309p.			0			FALSE			220.5					4		0	
4509	A22403	6	先 知 的 熱 淚	0	"Scott, Anne"	校 園	1986					台 灣	59p.			0			FALSE		SCO	224.12094					0		0	
4510	A30704	10	哥 林 多 前 書 研 讀 手 冊	11	陳 濟 民	證 主	1983				中 神 大 眾 神 學 叢 書	香 港	107p.			0			FALSE		CHE	227.21094					5		0	
4511	A10801	13	聖 經 備 典	13	雷 振 華 ； 李 時 安	主 日 學	1989					台 灣	714p.			0			FALSE		LEI	220.3					0		0	
4512	A50001	16	默 想 聖 經 人 物	0	"Foster, Harry"	活 泉	1982	Daily Thoughts on Bible characters				美 國	0			0			FALSE		FOS	220.92					4		0	
4513	A10605-2	10	書 中 自 有 黃 金 屋	13	奧 莉 塔 .沃 爾 德	主 日 學	1981	The Joy of Discovery in Bible Study				台 灣	0			0			FALSE			220.61				林 麗 雪	1		0	
4514	A10604-1	9	研 經 法 論 集	0		宣 道	1981	Studying God's Word			信 徒 叢 書	香 港	103p.			0		"Job, John"	FALSE		JOB	220.61				雷 保 衛 等	2		0	
4515	A10605-1	10	書 中 自 有 黃 金 屋	13	奧 莉 塔 .沃 爾 德	主 日 學	1981	The Joy of Discovery in Bible Study				台 灣	160p.			0			FALSE			220.61				林 麗 雪	0		0	
4516	A10403-1	11	救 贖 經 題(第 三 集 )	15	鄭 德 音	聖 工	1983					香 港	134p.			0			FALSE		ZHE	234.071					0		0	
4517	A10403-2	11	救 贖 經 題(第 三 集 )	15	鄭 德 音	聖 工	1983					香 港	134p.			0			FALSE		ZHE	234.071					2		0	
4518	A10403-3	11	救 贖 經 題(第 三 集 )	15	鄭 德 音	聖 工	1983					香 港	134p.			0			FALSE		ZHE	234.071					0		0	
4519	D50022	9	信 仰 問 題	7	吳 永 泉	晨 星	1967					九 龍	66p.			0			FALSE		WU	243.9					1		0	
4520	D10003-2	9	信 仰 問 題	7	吳 永 泉	晨 星	1978					九 龍	66p.			0			FALSE		WU	243.9					1		0	
4521	A21912	13	詩 篇 綆 汲( 杯 字 冊 )	10	徐 松 石	浸 信 會	1973					香 港	186p.			0			FALSE		XU	223.207					2		0	
4522	A21911	13	詩 篇 綆 汲(福 字 冊 )	10	徐 松 石	浸 信 會	1973					香 港	188p.			0			FALSE		XU	223.207					1		0	
4523	D50024-2	4	什 麼 叫 做 信 耶 穌	4	王 峙	宣 道	1984					香 港	106p.			0			FALSE		WAN	243.1					0		0	
4524	D50024-1	4	什 麼 叫 做 信 耶 穌	4	王 峙	宣 道	1984					香 港	106p.			0			FALSE		WAN	243.1					0		0	
4525	D50024-3	4	什 麼 叫 做 信 耶 穌	4	王 峙	宣 道	1984					香 港	106p.			0			FALSE		WAN	243.1					2		0	
4526	D50024-6	4	什 麼 叫 做 信 耶 穌	4	王 峙	宣 道	1984					香 港	106p.			0			FALSE		WAN	243.1					4		0	
4527	A10706	20	譯 經 溯 源	14	趙 維 本	中 神	1993					香 港	204p.			0			FALSE		ZHA	220.5					2		0	
4528	B50005	7	我 生 長 於 耶 和 華 見 證 人 之 家	0	"Hewitt, Joe"	主 日 學	1982	I Was Raised A Jehovah's Witness				台 灣	288p.			0			FALSE		HEW	239				周 天 麒	6		0	
4529	A40224	8	迎 見 神	0	"Packer, J.I."	校 園	1988	Meeting God			研 經 叢 書	台 灣	60p.			0			FALSE		PAC	231.094				陳 筱 華	2		0	
4530	A10404	13	新 約 信 息	0	"Bruce, F.F."	天 道	1981	The Message of the New Testament			研 經 叢 書	香 港	133p.			0			FALSE		BRU	225.071				李 保 羅	1		0	
4531	New	9	活在基督裏—初信者研經手冊	0	"Graham, Billy"	葛 培 理 佈 道 會	1986	Living in Christ-Basic Studies for Beginning Life				香 港	109p.			0			FALSE		GRA	248.1094				黃 玉 貞	1		0	
4532	A10210	13	聖 經 各 卷 要 義	0	"Koll, G."	靈 磐	1974	Synopsis of the Holy Bible				台 灣	116p.			0			FALSE		KOL	220.01				仲 衡	2		0	
4533	C20076	9	活 在 成 長 邊 緣	0	"Larson, Bruce"	長 青	1976	Living on the Growing Edge				台 灣	139p.			0			FALSE		LAR	248.2				張 宰 金	1		0	
4534	C20169	18	舊 約 概 論	0		學 園	1980				信 徒 靈 命 助 長 十 步 	台 灣	28p.			0			FALSE	Ⅸ		248.2094					2		0	
4535	C20170	13	新約概論	0		學 園	1980				信 徒 靈 命 助 長 十 步 	台 灣	31p.			0			FALSE	Ⅹ		248.2094					1		0	
4536	A10303	5	以 色 列 史 綜 覽	11	梁 潔 瓊	華 神	1990					台 灣	147p.			0			FALSE		LIA	221.062094					2		0	
4537	A50026	8	卓 越 的 領 袖 — 尼 希 米 的 典 範	0	"White, John"	校 園	1990	Excellence in Leadership				台 灣	135p.			0			FALSE		WHI	255.3				吳 郁 娜	1		0	
4538	A10603-1	20	釋 經 學 原 理	0	"Berkhof, L."	浸 信 會	1977	The Principles of Biblical Interpretation				香 港	163p.			0			FALSE		BER	220.6				蕭 維 元	2		0	
4539	D10005	14	福 音 問 題	0		教 會 書 室	1956					香 港	173p.			0			FALSE			243.9					0		0	
4540	A10402	2	30分 鍾 鳥 瞰 聖 經	0	"Flood, Robert G."	大 光	1987	30 Minute Panorama of the Bible			研 經 叢 書	台 灣	39p.			0			FALSE		FLO	220.01				柯 美 玲	2		0	
4541	E40015	12	喜 樂 團 契 手 冊	0	"Enlow, Eleanor Truesdale"	萬 國 兒 童 佈 道 團	1960	Good News Club Manual				台 灣	60p.			0			FALSE		ENL	268.4					0		0	
4542	C20020-2	6	如 何 在 生 命 裏 長 大	7	李 常 受	福 音	1975					台 灣	66p.			0			FALSE		LEE	248.2					0		0	
4543	C20021-2	14	對 心 說 話	11	曾 霖 芳	嘉 種	1984					台 灣	162p.			0			FALSE		TSA	248.2					7		0	
4544	C20019-1	5	由 死 亡 得 生 命	14	蓋 恩 夫 人	少 年 歸 主	1980					台 灣	32p.			0			FALSE			248.2					2		0	
4545	C20018	7	我 們 主 的 自 別 為 聖	10	倪 柝 聲	福 音	1953					台 灣	6p.			0			FALSE		NEE	248.2					0		0	
4546	C20020-1	6	如 何 在 生 命 裏 長 大	7	李 常 受	福 音	1975					台 灣	66p.			0			FALSE		LEE	248.2					2		0	
4547	C20011	6	各 各 他 的 十 字 架	0	"Mrs.Lewis, Penn"	少 年 歸 主	1981	The Cross of Calvary and Its Message				台 灣	148p.			0			FALSE		LEW	232.4				王 在 康	1		0	
4548		5	由 死 亡 得 生 命	14	蓋 恩 夫 人	少 年 歸 主	1980					台 灣	32p.			0			FALSE			248.2				1000	1		0	
4549	C20010	8	使 徒 時 代 的 神 蹟	0	"Shih, Torrey"	宣 道	1978	Miracles in the Apostle Time				香 港	75p.			0			FALSE		SHI	231.73					1		0	
4550	C20009-1	6	成 聖 面 面 觀	0	"Baxter, J. Sidlow"	天 道	1980	Our High Calling			信 徒 生 活 叢 書	香 港	127p.			0			FALSE		BAX	248.2					1		0	
4551	C20009-2	6	成 聖 面 面 觀	0	"Baxter, J. Sidlow"	天 道	1980	Our High Calling			信 徒 生 活 叢 書	香 港	127p.			0			FALSE		BAX	248.2					2		0	
4552	C20008	7	妙 手 重 撫	0	"Miller,Keith"	翻 譯 中 心	1978	A Second Touch				美 國	150p.			0			FALSE		MIL	248.2				高 爾 強 夫 婦	4		0	
4553	C20007-1	10	真 門 徒	0	"Verwer, George"	中 信	1984					美 國	60p.			0			FALSE		VER	248.2				王 永 信	1		0	
4554	C20007-2	10	真 門 徒	0	"Verwer, George"	中 信	1984					美 國	60p.			0		.	FALSE		VER	248.2				王 永 信	0		0	
4555	C20007-3	10	真 門 徒	0	"Verwer, George"	中 信	1984					美 國	60p.			0			FALSE		VER	248.2				王 永 信	0		0	
4556	C20006-1	11	假 門 徒	0	"Verwer, George"	中 信	1982					美 國	44p.			0			FALSE		VER	248.2				李 陳 長 真	0		0	
4557	C20006-2	11	假 門 徒	0	"Verwer, George"	中 信	1982					美 國	44p.			0			FALSE		VER	248.2				李 陳 長 真	1		0	
4558	C20005	13	敬 拜 的 訣 要 																											
																														
"敬 拜 的 訣 要"""	0	"Murray, Andrew"	少 年 歸 主	1974	The Secret of Adoration				台 灣	95p.			0			FALSE		MUR	242					0		0				
4559	C20004	24	靈 命 的 成 熟	0	"Sanders, J. Oswald"	活 泉	1983	Spiritual Maturity				美 國	247p.			0			FALSE		SAN	248.2				趙 享 恩	7		0	
4560	C20003	17	避 難 所	0	"Deratany, Edward"	宣 道	1982	Refuge in the Secret Place				香 港	175p.			0			FALSE		DER	248.2				馮 文 莊	4		0	
4561	C20001	9	珍 貴 的 片 刻( 一 )	0	"Meyer, F.B."	天 道	1981	Great Verses Through the Bible				香 港	237p.			0			FALSE	Ⅰ	MEY	242				唐 佑 之	0		0	
4562	C30004-1	11	晨 更	0	"Houghton, F."	證 道	1980	Quiet Time				香 港	40p.			0			FALSE		HOU	248.2				吳 永 泉	0		0	
4563	new	9	茁 苗	16	盧 宏 博	天 道	1980					香 港	117p.			0			FALSE		LU	248.1094					0		0	
4564	C20091	11	基 督 徒 公 民 的 責 任	0	"Bennetl, John C."	人 光	1984	The Christian As Citizen				台 灣	137p.			0			FALSE		BEN	261					1		0	
4565	c20097	6	用 我 一 生	0	"Griffiths, Michael"	證 主	1991	Take My Life				香 港	157p.			0			FALSE		GRI	248.2				蔡 昭 平	5		0	
4566	C30008-3	5	平 信 徒 看 主 禱 文	0	"Keller, W. Phillip"	主 日 學	1981	A Layman Looks at the Lord's Prayer				台 灣	224p.			0			FALSE		KEL	226.632				嚴 彩 琇	0		0	
4567	new	15	審 判 台 前	7	呂 代 豪	大 光	1983					台 灣	276p.			0		何 曉 東	FALSE		LU	245					16		0	
4568	A40227	13	聖 經 真 理 百 課 ( 下 )	7	杜 永 嘉	晨 星	1988					香 港	204p.			0			FALSE		DU	230					7		0	
4569	B20001	11	現 代 思 想 的 挑 戰	0	"Henry, Carl F. H."	道 聲	1979	The Challenge of Morden Thought				台 灣	145p.			0			FALSE		HEN	230.043				俞 繼 斌	1		0	
4570	B30004	8	近 代 中 國 的 宗 教 批 判 — 非 基 運 動 的 再 思	13	葉 仁 昌	雅 歌	1987				曠 野 叢 書 	台 灣	106p.			0			FALSE		YE	275.1					4		0	
4571	B30002	11	基 督 教 會 史 大 綱	7	沈 介 山	華 神	1986					台 灣	118p.			0			FALSE		SHE	270					11		0	
4572	B20002	11	基 督 教 神 學 思 想 簡 介	20	蘇 恩 佩	校 園	1979				校 園 叢 書	台 灣	247p.			0			FALSE		SU	230.044					3		0	
4573	D50034	12	給 尋 求 神 的 你	0	"Bennett, Richard A."	主 日 學	1989	Your Quest for God				台 灣	108p.			0		.	FALSE		BEN	243.1				黃 一亨	7		0	
4574	D50016	11	基 督 教 的 信 仰	0		教 會 公 報 社	1974				青 少 年 基 督 教 要 理	台 灣	119p.			0		東 南 亞 主 日 學 課 程 編 委	FALSE			243.1					1		0	
4575	B30005	8	近 代 中 國 與 基 督 教 論 文 集	4	王 爾 敏 ； 李 恩 涵 等	宇 宙 光	1981					台 灣	426p.			0			FALSE		WAN	275.1					2		0	
4576	B20005	11	基 督 教 神 學 概 論	0	"Berkhof, Louis"	改 革 宗 翻 譯 社	1974	Manual of Christian Doctrine				台 灣	225p.			0			FALSE		BER	230				趙 中 輝 ； 宋 華 忠	1		0	
4577	B18002-2	5	末 後 必 成 的 事	4	王 永 信	中 信	1975					美 國	0			0			FALSE		WAN	236					4		0	
4578	B20006-1	8	近 代 神 學 七 大 路 線	5	司 徒 焯 正	證 道	1978					香 港	308p.			0			FALSE		SHI	230.043					5		0	
4579	B50007	12	統 一 教 的 真 相	7	沈 介 山	華 神	1982					台 灣	127p.			0			FALSE		SHE	239					5		0	
4580	B40013	5	另 一 個 世 界 的 秘 密	13	董 芳 苑	宇 宙 光	1991					台 灣	240p.			0			FALSE		DON	239					13		0	
4581	B20004-4	11	現 代 神 學 論 評	0	"Conn, Harvie M."	改 革 宗 翻 譯 社	1979	Contemporary World Theology				台 灣	150p.			0			FALSE		CON	230.043				趙中輝，宋華忠	1		0	
4582	D50030-2	14	福 音 中 的 基 督— 祂 是 誰 ？	0	"Carr, Lucille"	浸 宣	1980	Christ of the Gospels-Who Is He?				台 灣	101P.			0			FALSE		CAR	226.7				王 正 中	0		0	
4583	D50030-3	14	福 音 中 的 基 督— 祂 是 誰 ？	0	"Carr, Lucille"	浸 宣	1980	Christ of the Gospels-Who Is He?				台 灣	101P.			0			FALSE		CAR	226.7				王 正 中	0		0	
4584	D50030-1	14	福 音 中 的 基 督— 祂 是 誰 ？	0	"Carr, Lucille"	浸 宣	1980	Christ of the Gospels-Who Is He?				台 灣	101P.			0			FALSE		CAR	226.7				王 正 中	2		0	
4585	B18003	11	基 督 再 來 專 論  — 半 夜 呼 聲 特 刊	0		中 華 神 學 院 旅 港 校 友 會	1957					香 港	398p.			0			FALSE			232.6				中 華 神 學 院	1		0	
4586		7	佈 道 策 略	10	唐 崇 榮	校 園	1986					台 灣	749p.			0			FALSE		TON	255.4					1		0	
4587		4	天 路 歷 程	0	"Bunyan, John"	大 光	1992	The Pilgrim's Progress				台 灣	151p.			0			FALSE			248.2					8		0	
4588	A10411	14	圖 文 並 茂 看 聖 經	0	"Hall, Terry"	大 光	1993	Bible Panorama			研 經 工 具	台 灣	131p.			0			FALSE		HAL	220.01				廖 愛 華 ； 蔡 耀 明	2		0	
4589		11	基 督 論	10	唐 崇 榮	中 國 與 福 音	1994					台 灣	174p.			0			FALSE		TON	232					10		0	
4590	B17003-1	9	美 境 重 尋	0	"Griffiths, Michael"	校 園	1978	Cinderella With Amnesia				台 灣	207p.			0			FALSE		GRI	238				劉 良 淑	3		0	
4591	A30710-2	15	蓬 勃 的 教 會	0	"Wanger, C. peter"	種 籽	1977	A Turned on Church in An Uptight World				香 港	156p.			0			FALSE		WAN	227.21071				黃 以 誠	0		0	
4592	A32303	14	團 契 生 活	16	導 航 會	主 日 學	1980				基 督 徒 生 活 叢 書 	台 灣	31p.			0			FALSE			248.26094					0		0	
